,Dyad,Session,Period,P1,P2,Time_begin,Time_end,Duration,SV_Tutor,SV_Tutee,PR_Tutor,PR_Tutee,SD_Tutor,SD_Tutee
9595,3,1,T1 ,I'd say that no you can't simplify,,15:13.0,15:18.0,00:05.0,,,,,,
9596,3,1,T1 ,it maybe maybe not,,15:18.0,15:20.0,00:02.0,,,,,,
9597,3,1,T1 ,yeah because yeah,,15:26.0,15:27.0,00:01.0,,,,,,
9598,3,1,T1 ,,all right,15:27.0,15:28.0,00:01.0,,,,,,
9599,3,1,T1 ,,,15:29.0,16:36.0,01:07.0,,,,,,
9600,3,1,T1 ,,so for this one,15:30.0,15:33.0,00:03.0,,,,,,
9601,3,1,T1 ,,subtract,15:36.0,15:37.0,00:01.0,,,,,,
9602,3,1,T1 ,twelve,,15:38.0,15:38.0,00:00.0,,,,,,
9603,3,1,T1 ,,sorry it's like it takes a minute for it to show up,15:42.0,15:52.0,00:10.0,,,,,,
9604,3,1,T1 ,yeah real slow okay,,15:53.0,15:56.0,00:03.0,,,,,,
9605,3,1,T1 ,so yeah twenty-one,,15:57.0,16:10.0,00:13.0,,,,,,
9606,3,1,T1 ,that's right,,16:10.0,16:11.0,00:01.0,,,,,,
9607,3,1,T1 ,,so then that cancels out obviously,16:11.0,16:14.0,00:03.0,,,,,,
9608,3,1,T1 ,yeah,,16:14.0,16:15.0,00:01.0,,,,,,
9609,3,1,T1 ,,so plus,16:15.0,16:16.0,00:01.0,,,,,,
9610,3,1,T1 ,,oh no that equals,16:16.0,16:19.0,00:03.0,,,,,,
9611,3,1,T1 ,,twenty-one equals seven x,16:19.0,16:22.0,00:03.0,,,,,,
9612,3,1,T1 ,,and then twenty-one is divisible by sevens,16:23.0,16:25.0,00:02.0,,,,,,
9613,3,1,T1 ,,so that's pause filler divisible by three,16:25.0,16:29.0,00:04.0,,,,,,
9614,3,1,T1 ,,so then pause filler x equals three,16:29.0,16:33.0,00:04.0,,,,,,
9615,3,1,T1 ,yup okay,,16:34.0,16:35.0,00:01.0,,,,,,
9616,3,1,T1 ,,all right great,16:37.0,16:39.0,00:02.0,,,,,,
9617,3,1,T1 ,,oh,16:39.0,16:39.0,00:00.0,,,,,,
9618,3,1,T1 ,,,16:39.0,17:38.0,00:59.0,,,,,,
9619,3,1,T1 ,,so this is a different one,16:39.0,16:41.0,00:02.0,,,,,,
9620,3,1,T1 ,,so first you're going to get to pause filler you're going to do the variables first,16:42.0,16:47.0,00:05.0,,,,,,
9621,3,1,T1 ,,and then you do the one that's like less right,16:47.0,16:50.0,00:03.0,,,,,,
9622,3,1,T1 ,yeah you do the less,,16:50.0,16:51.0,00:01.0,,,,,,
9623,3,1,T1 ,because otherwise you'll have the negative p,,16:51.0,16:53.0,00:02.0,,,,,,
9624,3,1,T1 ,and that's not that fun,,16:53.0,16:54.0,00:01.0,,,,,,
9625,3,1,T1 ,,yeah so minus p,16:54.0,16:57.0,00:03.0,,,,,,
9626,3,1,T1 ,,and then minus p,16:57.0,16:58.0,00:01.0,,,,,,
9627,3,1,T1 ,,so you end up with fifteen equals,16:59.0,17:01.0,00:02.0,,,,,,
9628,3,1,T1 ,,oh gosh,17:02.0,17:02.0,00:00.0,,,,,,
9629,3,1,T1 ,,got it,17:03.0,17:05.0,00:02.0,,,,,,
9630,3,1,T1 ,,pause filler fifteen sorry pause filler fifteen equals two p plus twelve,17:06.0,17:12.0,00:06.0,,,,,,
9631,3,1,T1 ,yeah,,17:13.0,17:13.0,00:00.0,,,,,,
9632,3,1,T1 ,,so then pause filler,17:13.0,17:14.0,00:01.0,,,,,,
9633,3,1,T1 ,it's just like the other problems,,17:14.0,17:16.0,00:02.0,,,,,,
9634,3,1,T1 ,,yeah now you subtract twelve,17:16.0,17:18.0,00:02.0,,,,,,
9635,3,1,T1 ,,so three equals,17:20.0,17:22.0,00:02.0,,,,,,
9636,3,1,T1 ,,oh god,17:23.0,17:23.0,00:00.0,,,,,,
9637,3,1,T1 ,,two p no,17:25.0,17:28.0,00:03.0,,,,,,
9638,3,1,T1 ,,no you divide it by two,17:28.0,17:30.0,00:02.0,,,,,,
9639,3,1,T1 ,,so you end up with three halves,17:30.0,17:33.0,00:03.0,,,,,,
9640,3,1,T1 ,yeah so,,17:36.0,17:36.0,00:00.0,,,,,,
9641,3,1,T1 ,because you can't simplify that anymore,,17:36.0,17:38.0,00:02.0,,,,,,
9642,3,1,T1 ,,yeah all right,17:38.0,17:47.0,00:09.0,,,,,,
9643,3,1,T1 ,,,17:47.0,19:36.0,01:49.0,,,,,,
9644,3,1,T1 ,okay so for this one yeah you want to start off by having only one k,,17:47.0,17:54.0,00:07.0,,,,,,
9645,3,1,T1 ,,so you have to subtract that anyway,17:57.0,18:00.0,00:03.0,,,,,,
9646,3,1,T1 ,,subtract that from this,18:01.0,18:05.0,00:04.0,,,,,,
9647,3,1,T1 ,,so you would end up with negative ten,18:05.0,18:07.0,00:02.0,,,,,,
9648,3,1,T1 ,,because you leave the negative there equals,18:07.0,18:09.0,00:02.0,,,,,,
9649,3,1,T1 ,yeah,,18:09.0,18:10.0,00:01.0,,,,,,
9650,3,1,T1 ,,seven k minus sixty-eight,18:11.0,18:18.0,00:07.0,,,,,,
9651,3,1,T1 ,,then plus ten on both sides,18:18.0,18:26.0,00:08.0,,,,,,
9652,3,1,T1 ,no,,18:26.0,18:26.0,00:00.0,,,,,,
9653,3,1,T1 ,actually you wouldn't want to do the plus ten because then you'll have seven k equals yeah so,,18:26.0,18:32.0,00:06.0,,,,,,
9654,3,1,T1 ,,you add sixty-eight,18:32.0,18:34.0,00:02.0,,,,,,
9655,3,1,T1 ,yup,,18:34.0,18:34.0,00:00.0,,,,,,
9656,3,1,T1 ,,I'm just going to write over it you know what,18:35.0,18:37.0,00:02.0,,,,,,
9657,3,1,T1 ,,so plus sixty-eight,18:38.0,18:41.0,00:03.0,,,,,,
9658,3,1,T1 ,,so that cancels out,18:41.0,18:43.0,00:02.0,,,,,,
9659,3,1,T1 ,,then,18:43.0,18:44.0,00:01.0,,,,,,
9660,3,1,T1 ,,seventy-eight,18:46.0,18:47.0,00:01.0,,,,,,
9661,3,1,T1 ,,equals seven k,18:50.0,18:55.0,00:05.0,,,,,,
9662,3,1,T1 ,,wait is seventy-eight divided by seven divisible by seven I mean,18:55.0,18:58.0,00:03.0,,,,,,
9663,3,1,T1 ,wait no I think you messed up because that's a negative ten,,18:58.0,19:01.0,00:03.0,,,,,,
9664,3,1,T1 ,so it wouldn't be ten plus sixty,,19:01.0,19:03.0,00:02.0,,,,,,
9665,3,1,T1 ,it would be ten minus it would be sixty-eight minus ten,,19:03.0,19:07.0,00:04.0,,,,,,
9666,3,1,T1 ,,oh,19:07.0,19:08.0,00:01.0,,,,,,
9667,3,1,T1 ,yeah so,,19:09.0,19:10.0,00:01.0,,,,,,
9668,3,1,T1 ,,it would be fifty-eight,19:10.0,19:11.0,00:01.0,,,,,,
9669,3,1,T1 ,,so fifty-eight equals seven k,19:13.0,19:15.0,00:02.0,,,,,,
9670,3,1,T1 ,,so is fifty-eight divisible by a seven,19:15.0,19:18.0,00:03.0,,,,,,
9671,3,1,T1 ,,I can't talk I'm sorry pause filler,19:18.0,19:20.0,00:02.0,,,,,,
9672,3,1,T1 ,pause filler I don't think though because I don't remember that,,19:20.0,19:23.0,00:03.0,,,,,,
9673,3,1,T1 ,fifty-six fifty-eight isn't,,19:23.0,19:26.0,00:03.0,,,,,,
9674,3,1,T1 ,,okay great,19:26.0,19:27.0,00:01.0,,,,,,
9675,3,1,T1 ,so you can just here we go,,19:28.0,19:31.0,00:03.0,,,,,,
9676,3,1,T1 ,,so k equals fifty-eight,19:32.0,19:35.0,00:03.0,,,,,,
9677,3,1,T1 ,yeah,,19:35.0,19:36.0,00:01.0,,,,,,
9678,3,1,T1 ,,all right next stop,19:36.0,19:43.0,00:07.0,,,,,,
9679,3,1,T1 ,,,19:43.0,22:16.0,02:33.0,,,,,,
9680,3,1,T1 ,pause filler okay to solve this problem you have to delete all the variables,,19:44.0,19:48.0,00:04.0,,,,,,
9681,3,1,T1 ,,wait so it said come out,19:51.0,19:52.0,00:01.0,,,,,,
9682,3,1,T1 ,,and get us,19:52.0,19:53.0,00:01.0,,,,,,
9683,3,1,T1 ,yeah,,19:53.0,19:54.0,00:01.0,,,,,,
9684,3,1,T1 ,pause filler do you know where they are,,19:54.0,19:57.0,00:03.0,,,,,,
9685,3,1,T1 ,,pause filler I don't but,19:59.0,20:01.0,00:02.0,,,,,,
9686,3,1,T1 ,okay maybe they're outside,,20:01.0,20:04.0,00:03.0,,,,,,
9687,3,1,T1 ,I'll look and you will,,20:04.0,20:05.0,00:01.0,,,,,,
9688,3,1,T1 ,,all right I'll be right back,20:06.0,20:07.0,00:01.0,,,,,,
9689,3,1,T1 ,,all right great,20:41.0,20:43.0,00:02.0,,,,,,
9690,3,1,T1 ,,so she's tutoring me,20:43.0,20:45.0,00:02.0,,,,,,
9691,3,1,T1 ,,,20:45.0,26:25.0,05:40.0,,,,,,
9692,3,1,T1 ,,all right,20:45.0,20:46.0,00:01.0,,,,,,
9693,3,1,T1 ,okay yeah okay (laughter),,20:46.0,20:48.0,00:02.0,,,,,,
9694,3,1,T1 ,so yeah you want to make sure one side has variables and one side doesn't,,20:48.0,20:52.0,00:04.0,,,,,,
9695,3,1,T1 ,so which one do you want to start with,,20:52.0,20:56.0,00:04.0,,,,,,
9696,3,1,T1 ,,pause filler let's just start with the variables,20:57.0,20:59.0,00:02.0,,,,,,
9697,3,1,T1 ,,so you subtract r,20:59.0,21:02.0,00:03.0,,,,,,
9698,3,1,T1 ,,so then you would just end up with r  because you don't say one r because it's all yeah,21:03.0,21:07.0,00:04.0,,,,,,
9699,3,1,T1 ,yeah,,21:07.0,21:07.0,00:00.0,,,,,,
9700,3,1,T1 ,,so you keep the negative thirty-three equals,21:07.0,21:12.0,00:05.0,,,,,,
9701,3,1,T1 ,,r minus fifteen,21:16.0,21:18.0,00:02.0,,,,,,
9702,3,1,T1 ,,and then you add fifteen to both sides right,21:20.0,21:26.0,00:06.0,,,,,,
9703,3,1,T1 ,yup,,21:28.0,21:28.0,00:00.0,,,,,,
9704,3,1,T1 ,,so,21:32.0,21:32.0,00:00.0,,,,,,
9705,3,1,T1 ,so then you would that would be,,21:33.0,21:40.0,00:07.0,,,,,,
9706,3,1,T1 ,,so negative three plus negative thirty-three plus fifteen,21:40.0,21:43.0,00:03.0,,,,,,
9707,3,1,T1 ,is,,21:44.0,21:45.0,00:01.0,,,,,,
9708,3,1,T1 ,pause filler that's a negative three,,21:46.0,21:48.0,00:02.0,,,,,,
9709,3,1,T1 ,I just want to,,21:48.0,21:56.0,00:08.0,,,,,,
9710,3,1,T1 ,pause filler that would be a negative twelve I'm pretty sure,,21:56.0,21:59.0,00:03.0,,,,,,
9711,3,1,T1 ,,oh wait don't you always want to end up with a variable on the left side,22:06.0,22:09.0,00:03.0,,,,,,
9712,3,1,T1 ,pause filler I'm pretty sure that doesn't matter,,22:10.0,22:12.0,00:02.0,,,,,,
9713,3,1,T1 ,but yeah if you want to write that around,,22:12.0,22:14.0,00:02.0,,,,,,
9714,3,1,T1 ,,all right,22:14.0,22:16.0,00:02.0,,,,,,
9715,3,1,T1 ,okay,,22:16.0,22:16.0,00:00.0,,,,,,
9716,3,1,T1 ,,,22:18.0,23:34.0,01:16.0,,,,,,
9717,3,1,T1 ,,negative forty-two plus u equals eight plus four u so,22:18.0,22:22.0,00:04.0,,,,,,
9718,3,1,T1 ,so want to get for the variable again,,22:23.0,22:26.0,00:03.0,,,,,,
9719,3,1,T1 ,,yeah you subtract u from both sides,22:26.0,22:29.0,00:03.0,,,,,,
9720,3,1,T1 ,,so you'd end up with negative forty-two equals eight,22:29.0,22:35.0,00:06.0,,,,,,
9721,3,1,T1 ,,plus three u now,22:38.0,22:41.0,00:03.0,,,,,,
9722,3,1,T1 ,,so,22:42.0,22:43.0,00:01.0,,,,,,
9723,3,1,T1 ,now you want to get rid of that eight,,22:43.0,22:45.0,00:02.0,,,,,,
9724,3,1,T1 ,oh that's fun underlining stuff (laughter),,22:47.0,22:49.0,00:02.0,SV,,,,,
9725,3,1,T1 ,,so then you subtract eight from this,22:51.0,22:55.0,00:04.0,,,,,,
9726,3,1,T1 ,,so since it's a negative you would base yeah I'm just thinking of,22:55.0,23:01.0,00:06.0,,,,,,
9727,3,1,T1 ,yes so it would still be a negative,,23:02.0,23:04.0,00:02.0,,,,,,
9728,3,1,T1 ,,oh so yeah it would still be a negative,23:04.0,23:06.0,00:02.0,,,,,,
9729,3,1,T1 ,,so you're basically just adding it,23:06.0,23:08.0,00:02.0,,,,,,
9730,3,1,T1 ,,but it's a negative kind of,23:08.0,23:11.0,00:03.0,,,,,,
9731,3,1,T1 ,yeah,,23:11.0,23:11.0,00:00.0,,,,,,
9732,3,1,T1 ,,yeah yeah so you would obviously end up with negative fifty equals three u,23:11.0,23:18.0,00:07.0,,,,,,
9733,3,1,T1 ,,and then fifty isn't divisible by three,23:18.0,23:22.0,00:04.0,,,,,,
9734,3,1,T1 ,,so just divide it by three,23:23.0,23:26.0,00:03.0,,,,,,
9735,3,1,T1 ,,and then u equals oh fifty over three,23:26.0,23:32.0,00:06.0,,,,,,
9736,3,1,T1 ,,all right,23:32.0,23:33.0,00:01.0,,,,,,
9737,3,1,T1 ,,so,23:35.0,23:35.0,00:00.0,,,,,,
9738,3,1,T1 ,,,23:36.0,24:34.0,00:58.0,,,,,,
9739,3,1,T1 ,I'll pick numbers okay,,23:37.0,23:40.0,00:03.0,,,,,,
9740,3,1,T1 ,,so you're just going to add no subtract n,23:42.0,23:50.0,00:08.0,,,,,,
9741,3,1,T1 ,,just forget I put that sign there,23:50.0,23:53.0,00:03.0,,,,,,
9742,3,1,T1 ,,pause filler subtract n from both sides,23:54.0,23:56.0,00:02.0,,,,,,
9743,3,1,T1 ,,so what you end up with one of six equals ninety-nine n plus seven,23:56.0,24:09.0,00:13.0,,,,,,
9744,3,1,T1 ,,and then u,24:11.0,24:13.0,00:02.0,,,,,,
9745,3,1,T1 ,,do you subtract seven next,24:14.0,24:16.0,00:02.0,,,,,,
9746,3,1,T1 ,pause filler yeah you want to subtract the seven,,24:17.0,24:19.0,00:02.0,,,,,,
9747,3,1,T1 ,,so you that you end up with ninety-nine on this side also,24:19.0,24:23.0,00:04.0,,,,,,
9748,3,1,T1 ,,so ninety-nine equals,24:23.0,24:24.0,00:01.0,,,,,,
9749,3,1,T1 ,that would be easy,,24:24.0,24:25.0,00:01.0,,,,,,
9750,3,1,T1 ,,ninety-nine,24:25.0,24:26.0,00:01.0,,,,,,
9751,3,1,T1 ,,and then obviously that divides into one,24:26.0,24:29.0,00:03.0,,,,,,
9752,3,1,T1 ,,so n equals one,24:29.0,24:32.0,00:03.0,,,,,,
9753,3,1,T1 ,,that was an easy problem,24:32.0,24:34.0,00:02.0,,,,,,
9754,3,1,T1 ,yeah that (inaudible) numbers,,24:34.0,24:36.0,00:02.0,,,,,,
9755,3,1,T1 ,,all right,24:36.0,24:37.0,00:01.0,,,,,,
9756,3,1,T1 ,,so,24:38.0,24:39.0,00:01.0,,,,,,
9757,3,1,T1 ,,,24:40.0,26:05.0,01:25.0,,,,,,
9758,3,1,T1 ,yeah,,24:41.0,24:41.0,00:00.0,,,,,,
9759,3,1,T1 ,,fifty-five all right great,24:42.0,24:43.0,00:01.0,,,UL,,,
9760,3,1,T1 ,,so you subtract g this time because,24:43.0,24:47.0,00:04.0,,,,,,
9761,3,1,T1 ,it's so that will less oh I want to try with g,,24:47.0,24:53.0,00:06.0,,,,,,
9762,3,1,T1 ,there we go,,24:54.0,24:58.0,00:04.0,,,,,,
9763,3,1,T1 ,,fifty-five,24:59.0,25:00.0,00:01.0,,,,,,
9764,3,1,T1 ,,I can't even write on this,25:02.0,25:03.0,00:01.0,,,,,,
9765,3,1,T1 ,,wait I'm just going to go back,25:03.0,25:04.0,00:01.0,,,,,,
9766,3,1,T1 ,you want with the,,25:06.0,25:08.0,00:02.0,,,,,,
9767,3,1,T1 ,,all right,25:08.0,25:08.0,00:00.0,,,,,,
9768,3,1,T1 ,,so fifty-five minus,25:09.0,25:13.0,00:04.0,,,,,,
9769,3,1,T1 ,,no like I'm sorry fifty-five equals seven plus twelve g,25:17.0,25:24.0,00:07.0,,,,,,
9770,3,1,T1 ,yup,,25:25.0,25:25.0,00:00.0,,,,,,
9771,3,1,T1 ,,so then,25:26.0,25:27.0,00:01.0,,,,,,
9772,3,1,T1 ,,plus,25:29.0,25:30.0,00:01.0,,,,,,
9773,3,1,T1 ,,no it's minus seven right,25:32.0,25:34.0,00:02.0,,,,,,
9774,3,1,T1 ,yeah you want as good as positive,,25:34.0,25:36.0,00:02.0,,,,,,
9775,3,1,T1 ,,so minus seven,25:36.0,25:37.0,00:01.0,,,,,,
9776,3,1,T1 ,,and then that would end up being forty-eight yeah forty-eight,25:38.0,25:44.0,00:06.0,,,,,,
9777,3,1,T1 ,yeah forty-eight,,25:44.0,25:45.0,00:01.0,,,,,,
9778,3,1,T1 ,(inaudible) oh yeah because I want to subtract the two,,25:45.0,25:50.0,00:05.0,,,,,,
9779,3,1,T1 ,,so forty-eight is pause filler that's twelve times four right,25:51.0,25:56.0,00:05.0,,,,,,
9780,3,1,T1 ,pause filler yeah,,25:58.0,25:58.0,00:00.0,,,,,,
9781,3,1,T1 ,that's what so you'd want to divide the twelve,,25:58.0,26:01.0,00:03.0,,,,,,
9782,3,1,T1 ,,so g equals four great,26:01.0,26:05.0,00:04.0,,,,,,
9783,3,1,T1 ,and okay and,,26:06.0,26:12.0,00:06.0,,,,,,
9784,3,1,T1 ,,,26:10.0,26:25.0,00:15.0,,,,,,
9785,3,1,T1 ,,all right so you would want to start out by subtracting the n,26:12.0,26:19.0,00:07.0,,,,,,
9786,3,1,T1 ,,and then doing that on both sides and,26:20.0,26:24.0,00:04.0,,,,,,
9787,3,1,T1 ,,huh,26:30.0,26:31.0,00:01.0,,,,,,
9788,3,1,T1 ,,oh it's doing great,26:32.0,26:32.0,00:00.0,,,,,,
9789,3,1,T1 ,,oh sorry,26:37.0,26:38.0,00:01.0,,,,,,
9790,3,1,T1 ,okay,,27:03.0,27:03.0,00:00.0,,,,,,
9791,3,1,T1 ,(laughter) this is weird,,27:03.0,27:24.0,00:21.0,,,,,,
9792,3,1,S2 ,,,27:03.0,32:27.0,05:24.0,,,,,,
9793,3,1,S2 ,this is so weird,,27:25.0,27:26.0,00:01.0,,,,,,
9794,3,1,S2 ,it's like you're holding hands,,27:26.0,27:34.0,00:08.0,,,,,,
9795,3,1,S2 ,,these are confusing me,27:34.0,27:39.0,00:05.0,,,,,SD,
9796,3,1,S2 ,the smell,,27:39.0,27:40.0,00:01.0,,,,,,
9797,3,1,S2 ,,they're supposed to be sweet and sour,27:41.0,27:58.0,00:17.0,,,,,,
9798,3,1,S2 ,that is weird,,27:58.0,28:01.0,00:03.0,,,,,,
9799,3,1,S2 ,,yeah,28:01.0,28:01.0,00:00.0,,,,,,
9800,3,1,S2 ,,better eat all the gummy candy I can because I have to get braces,28:02.0,28:05.0,00:03.0,,,,,SD,
9801,3,1,S2 ,,I don't have the exact (inaudible),28:05.0,28:07.0,00:02.0,,,,,SD,
9802,3,1,S2 ,,but yeah it sucks,28:07.0,28:08.0,00:01.0,,,,,,
9803,3,1,S2 ,,it's like all my friends are getting their braces off,28:09.0,28:13.0,00:04.0,,,,,,
9804,3,1,S2 ,,and I'm getting them on,28:13.0,28:14.0,00:01.0,,,,,SD,
9805,3,1,S2 ,well my teeth were like bad,,28:16.0,28:19.0,00:03.0,,,,,,SD
9806,3,1,S2 ,and I have to,,28:19.0,28:20.0,00:01.0,,,,,,
9807,3,1,S2 ,so I have braces but since they're like so bad I need to get a second pair,,28:21.0,28:25.0,00:04.0,,,,,,SD
9808,3,1,S2 ,,oh,28:26.0,28:26.0,00:00.0,,,,,,
9809,3,1,S2 ,yeah so (inaudible) called on vacation for my teeth at the moment,,28:28.0,28:32.0,00:04.0,,,,,,
9810,3,1,S2 ,,oh my gosh,28:34.0,28:35.0,00:01.0,,,,,,
9811,3,1,S2 ,it's like a long vacation actually,,28:37.0,28:42.0,00:05.0,,,,,,
9812,3,1,S2 ,so not too bad,,28:42.0,28:43.0,00:01.0,,,,,,
9813,3,1,S2 ,,wait so is your school a private school,28:46.0,28:48.0,00:02.0,,,,,,
9814,3,1,S2 ,no it's a public school,,28:49.0,28:50.0,00:01.0,,,,,,
9815,3,1,S2 ,,so but you have spring break right now,28:51.0,28:53.0,00:02.0,,,,,QE,
9816,3,1,S2 ,no not now like a vacation for my teeth,,28:54.0,28:56.0,00:02.0,,,,,,SD
9817,3,1,S2 ,,oh,28:57.0,28:57.0,00:00.0,,,,,,
9818,3,1,S2 ,and the spring break is next week yeah,,28:57.0,28:59.0,00:02.0,,,,,,
9819,3,1,S2 ,and the spring break is next week I'm pretty sure yeah,,29:00.0,29:03.0,00:03.0,,,,,,
9820,3,1,S2 ,,do you guys even get a spring break,29:03.0,29:04.0,00:01.0,,,,,QE,
9821,3,1,S2 ,yeah,,29:05.0,29:05.0,00:00.0,,,,,,
9822,3,1,S2 ,we have weeklong yeah,,29:06.0,29:08.0,00:02.0,,,,,,SD
9823,3,1,S2 ,,we don't even get a week,29:08.0,29:09.0,00:01.0,,,,,SD,
9824,3,1,S2 ,,we get like three days,29:09.0,29:10.0,00:01.0,,,,,SD,
9825,3,1,S2 ,oh that sucks,,29:10.0,29:12.0,00:02.0,,,,,,
9826,3,1,S2 ,yeah maybe your like pause filler winter break might be longer or,,29:13.0,29:18.0,00:05.0,,,,,,
9827,3,1,S2 ,,yeah,29:18.0,29:19.0,00:01.0,,,,,,
9828,3,1,S2 ,,how long is your winter break,29:19.0,29:23.0,00:04.0,,,,,QE,
9829,3,1,S2 ,oh I mean I think it was like oh it was like it was somewhere between one and two weeks,,29:23.0,29:32.0,00:09.0,,,,,,SD
9830,3,1,S2 ,,yeah we get like eleven or twelve days,29:32.0,29:35.0,00:03.0,,,,,SD,
9831,3,1,S2 ,yeah maybe I don't know maybe your summer is longer,,29:36.0,29:38.0,00:02.0,,,,,,
9832,3,1,S2 ,I don't know,,29:38.0,29:38.0,00:00.0,,,,,,
9833,3,1,S2 ,probably adds up somewhere,,29:38.0,29:40.0,00:02.0,,,,,,
9834,3,1,S2 ,maybe you get out of school earlier,,29:41.0,29:42.0,00:01.0,,,,,,
9835,3,1,S2 ,,well this year my spring break actually lasted three weeks because I went to Florida the week that everyone went back to school (laughter),29:42.0,29:49.0,00:07.0,,,,,,
9836,3,1,S2 ,,I'm so jealous at my friend because she just her birthday was just yesterday,29:49.0,30:00.0,00:11.0,,,,,SD,
9837,3,1,S2 ,,and pause filler her parents had been apparently planning a trip for Europe for three years,30:01.0,30:05.0,00:04.0,,,,,,
9838,3,1,S2 ,,and they're going to travel to like Paris and Italy and all these different places in Europe,30:05.0,30:10.0,00:05.0,,,,,,
9839,3,1,S2 ,,and it's going to be really nice,30:10.0,30:11.0,00:01.0,,,,,,
9840,3,1,S2 ,oh yeah that does sound really nice,,30:12.0,30:14.0,00:02.0,,,,,,
9841,3,1,S2 ,,where are you going are you going on vacation this year,30:14.0,30:17.0,00:03.0,,,,,QE,
9842,3,1,S2 ,pause filler well pause filler I mean we've gone on vacation,,30:19.0,30:22.0,00:03.0,,,,,,
9843,3,1,S2 ,like pause filler during spring break I'm going to go to my grandma's house,,30:22.0,30:25.0,00:03.0,,,,,,
9844,3,1,S2 ,and it's just going to be me not my brother and sisters,,30:25.0,30:27.0,00:02.0,,,,,,
9845,3,1,S2 ,,(laughter),30:25.0,30:26.0,00:01.0,,,,,,
9846,3,1,S2 ,so that would be cool,,30:27.0,30:28.0,00:01.0,,,,,,
9847,3,1,S2 ,you must have gone to some other places this year already,,30:28.0,30:35.0,00:07.0,,,,,,
9848,3,1,S2 ,,well the reason I went to Florida is because pause filler my grandparents go up every year for a few months,30:36.0,30:46.0,00:10.0,,,,,SD,
9849,3,1,S2 ,,so my pause filler my dad and I just went up for a little bit,30:46.0,30:52.0,00:06.0,,,,,SD,
9850,3,1,S2 ,,my mom stayed back home because I have a baby sister so,30:53.0,30:55.0,00:02.0,,,,,SD,
9851,3,1,S2 ,yeah my grandparents also go to like Colorado,,30:56.0,31:01.0,00:05.0,,,,,,
9852,3,1,S2 ,so I've been to Colorado this year as well,,31:01.0,31:04.0,00:03.0,,,,,,SD
9853,3,1,S2 ,,it's cool,31:05.0,31:05.0,00:00.0,,,,,,
9854,3,1,S2 ,,I've never been there,31:05.0,31:06.0,00:01.0,,,,,SD,
9855,3,1,S2 ,yeah it's nice,,31:08.0,31:09.0,00:01.0,,,,,,
9856,3,1,S2 ,in there really high altitude,,31:09.0,31:11.0,00:02.0,,,,,,
9857,3,1,S2 ,so like I always get headaches when I get there,,31:11.0,31:13.0,00:02.0,,,,,,SD
9858,3,1,S2 ,but it's still fun,,31:13.0,31:16.0,00:03.0,,,,,,
9859,3,1,S2 ,,yeah I'm going to pause filler to Mexico this summer,31:16.0,31:21.0,00:05.0,,,,,,
9860,3,1,S2 ,,it's going to be really fun,31:21.0,31:22.0,00:01.0,,,,,,
9861,3,1,S2 ,,I've never been out of the US,31:22.0,31:23.0,00:01.0,,,,,SD,
9862,3,1,S2 ,I'm not going to lie,,31:23.0,31:29.0,00:06.0,,,,,,
9863,3,1,S2 ,that's going to be cool,,31:29.0,31:30.0,00:01.0,,,,,,
9864,3,1,S2 ,(inaudible) gone is California you can get far but,,31:30.0,31:33.0,00:03.0,,,,,,SD
9865,3,1,S2 ,,yeah,31:33.0,31:34.0,00:01.0,,,,,,
9866,3,1,S2 ,,like pause filler I usually just go to like a regular beach like Myrtle beach or somewhere of the year but,31:38.0,31:47.0,00:09.0,,,,,SD,
9867,3,1,S2 ,,I went to Tennessee one year,31:47.0,31:48.0,00:01.0,,,,,,
9868,3,1,S2 ,,oh god,31:48.0,31:49.0,00:01.0,,,,,,
9869,3,1,S2 ,,my voice just crack really bad,31:49.0,31:50.0,00:01.0,,,,,,
9870,3,1,S2 ,,I went to Tennessee one year,31:50.0,31:52.0,00:02.0,,,,,,
9871,3,1,S2 ,,so what do you do like,31:54.0,31:56.0,00:02.0,,,,,QE,
9872,3,1,S2 ,,what is your hobby,31:56.0,31:57.0,00:01.0,,,,,QE,
9873,3,1,S2 ,,what are your hobbies,31:57.0,31:58.0,00:01.0,,,,,QE,
9874,3,1,S2 ,,what do you do,31:58.0,31:59.0,00:01.0,,,,,QE,
9875,3,1,S2 ,we'll see pause filler,,32:00.0,32:00.0,00:00.0,,,,,,
9876,3,1,S2 ,I guess I like to read pause filler and play soccer,,32:00.0,32:07.0,00:07.0,,,,,,SD
9877,3,1,S2 ,pause filler see,,32:08.0,32:08.0,00:00.0,,,,,,
9878,3,1,S2 ,I'm also a big fan of this card game called (inaudible) pause filler,,32:08.0,32:13.0,00:05.0,,,,,,SD
9879,3,1,S2 ,computer is nice,,32:15.0,32:16.0,00:01.0,,,,,,
9880,3,1,S2 ,,yeah you're lucky you can play a sport,32:17.0,32:20.0,00:03.0,,,,,,
9881,3,1,S2 ,,I am not good at sports at all,32:20.0,32:22.0,00:02.0,,,,,SD,
9882,3,1,S2 ,,and I do musical theater so,32:23.0,32:27.0,00:04.0,,,,,,
9883,3,1,S2 ,,it's great,32:31.0,32:31.0,00:00.0,,,,,,
9884,3,1,S2 ,we'll see,,32:33.0,32:34.0,00:01.0,,,,,,
9885,3,1,S2 ,,yeah,32:34.0,32:34.0,00:00.0,,,,,,
9886,3,1,S2 ,pause filler I think we're going to be start soon,,32:35.0,32:36.0,00:01.0,,,,,,
